"season","week","gsis_id","full_name","team","position","birth_date","height","weight","years_exp","rookie_year","entry_year","draft_number","depth_chart_position","rush_attempts","rushing_yards","rush_ypa","rush_tds","first_down_rush","targets","receptions","yac","first_down_pass","third_down_converted","third_down_failed","third_down_rate","fourth_down_converted","fourth_down_failed","fourth_down_rate","fumble","fumble_forced","fumble_not_forced","fumble_lost","tackled_for_loss","penalties","penalty_yards","total_epa","avg_epa"
2018,3,"00-0032058","Tevin Coleman","ATL","RB","1993-04-16",73,210,3,2015,2015,73,"RB",15,33,220,0,1,3,2,16,1,0,0,NA,0,0,NA,0,0,0,0,3,0,0,-5.47471697878791,-0.304150943265995
2018,9,"00-0032058","Tevin Coleman","ATL","RB","1993-04-16",73,210,3,2015,2015,73,"RB",13,88,676.923076923077,0,4,7,5,65,3,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,8.25055463813288,0.412527731906644
2018,11,"00-0032058","Tevin Coleman","ATL","RB","1993-04-16",73,210,3,2015,2015,73,"RB",8,58,725,0,4,3,3,37,2,1,1,0.5,0,0,NA,0,0,0,0,2,0,0,3.92347133869771,0.356679212608883
2018,15,"00-0032058","Tevin Coleman","ATL","RB","1993-04-16",73,210,3,2015,2015,73,"RB",11,145,1318.18181818182,1,3,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,2,0,0,5.56770794053198,0.463975661710999
2018,4,"00-0032058","Tevin Coleman","ATL","RB","1993-04-16",73,210,3,2015,2015,73,"RB",14,51,364.285714285714,0,1,3,3,24,2,1,1,0.5,0,0,NA,0,0,0,0,2,0,0,-1.25217324198456,-0.0736572495285034
2018,12,"00-0032058","Tevin Coleman","ATL","RB","1993-04-16",73,210,3,2015,2015,73,"RB",8,6,75,0,0,4,3,17,2,0,0,NA,0,0,NA,0,0,0,0,3,0,0,-3.08346548886038,-0.256955457405031
2018,5,"00-0032058","Tevin Coleman","ATL","RB","1993-04-16",73,210,3,2015,2015,73,"RB",7,15,214.285714285714,0,1,2,2,14,0,0,0,NA,0,0,NA,0,0,0,0,2,0,0,0.477906563552096,0.0531007292835662
2018,13,"00-0032058","Tevin Coleman","ATL","RB","1993-04-16",73,210,3,2015,2015,73,"RB",6,8,133.333333333333,0,2,3,1,3,0,0,0,NA,0,0,NA,1,1,0,0,3,0,0,-4.56254296703264,-0.506949218559182
2018,6,"00-0032058","Tevin Coleman","ATL","RB","1993-04-16",73,210,3,2015,2015,73,"RB",10,35,350,0,2,2,1,3,1,0,0,NA,0,0,NA,0,0,0,0,2,0,0,-0.122083579072848,-0.010173631589404
2018,2,"00-0032058","Tevin Coleman","ATL","RB","1993-04-16",73,210,3,2015,2015,73,"RB",16,107,668.75,0,3,4,4,17,0,1,1,0.5,0,0,NA,1,1,0,0,2,0,0,-1.6292230617837,-0.0814611530891851
2018,7,"00-0032058","Tevin Coleman","ATL","RB","1993-04-16",73,210,3,2015,2015,73,"RB",11,50,454.545454545455,1,3,2,2,23,1,1,1,0.5,0,0,NA,0,0,0,0,3,0,0,0.48257165786345,0.0371208967587269
2018,14,"00-0032058","Tevin Coleman","ATL","RB","1993-04-16",73,210,3,2015,2015,73,"RB",10,45,450,0,3,1,1,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.0398993541020901,-0.00362721400928092
2018,1,"00-0032058","Tevin Coleman","ATL","RB","1993-04-16",73,210,3,2015,2015,73,"RB",9,19,211.111111111111,1,1,2,1,35,1,0,0,NA,0,0,NA,0,0,0,0,2,0,0,-0.123047731874985,-0.0111861574431804
2018,10,"00-0032058","Tevin Coleman","ATL","RB","1993-04-16",73,210,3,2015,2015,73,"RB",11,44,400,0,3,5,3,15,2,0,0,NA,0,0,NA,0,0,0,0,3,0,0,-2.31498308299342,-0.144686442687089
2018,3,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",0,0,NA,0,0,1,1,6,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.333149913698435,0.333149913698435
2018,2,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",3,3,100,0,1,1,1,5,0,1,1,0.5,0,0,NA,0,0,0,0,1,0,0,-1.61994675884488,-0.404986689711221
2018,6,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",6,21,350,0,2,3,1,6,0,2,2,0.5,0,0,NA,0,0,0,0,1,0,0,-1.68801298054663,-0.187556997838515
2018,16,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",7,31,442.857142857143,0,1,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-1.17640358617064,-0.147050448271329
2018,12,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",4,14,350,0,0,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-2.85561366728507,-0.571122733457015
2018,13,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",4,10,250,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.981557145831175,-0.245389286457794
2018,8,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",10,33,330,0,0,1,1,0,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-2.50486830668524,-0.227715300607749
2018,10,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",11,58,527.272727272727,0,4,6,4,27,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.363500142091649,0.0213823612995088
2018,18,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",5,12,240,0,1,2,2,32,0,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,-0.071766912703644,-0.0102524161005206
2018,5,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",12,68,566.666666666667,1,3,2,2,9,1,2,2,0.5,0,0,NA,0,0,0,0,1,0,0,1.87105131936804,0.133646522812003
2018,14,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",3,22,733.333333333333,0,1,1,1,5,0,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,1.36020824828301,0.340052062070753
2018,11,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",4,26,650,0,1,2,2,16,1,0,0,NA,1,1,0.5,0,0,0,0,0,0,0,-0.720727807862412,-0.120121301310402
2018,15,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",5,21,420,0,0,8,8,69,3,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,1.88327328147716,0.144867175498243
2018,9,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",15,62,413.333333333333,0,4,8,7,53,2,0,0,NA,1,1,0.5,0,0,0,0,2,0,0,0.830046078088302,0.0360889599168827
2018,17,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",7,44,628.571428571429,1,2,3,2,10,0,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,2.27751808066387,0.227751808066387
2018,4,"00-0032063","Mike Davis","SEA","RB","1993-02-19",69,217,3,2015,2015,126,"RB",21,101,480.952380952381,2,6,4,4,29,1,0,0,NA,0,0,NA,0,0,0,0,1,0,0,2.36358586887918,0.0945434347551671
2018,8,"00-0032104","Ameer Abdullah","MIN","RB","1993-06-13",69,203,3,2015,2015,54,"RB",0,0,NA,0,0,1,1,3,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.50978537031915,0.50978537031915
2018,12,"00-0032104","Ameer Abdullah","MIN","RB","1993-06-13",69,203,3,2015,2015,54,"RB",0,0,NA,0,0,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.783601214177907,-0.783601214177907
2018,7,"00-0032104","Ameer Abdullah","MIN","RB","1993-06-13",69,203,3,2015,2015,54,"RB",1,1,100,0,0,1,1,16,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.674858252517877,0.337429126258939
2018,11,"00-0032104","Ameer Abdullah","MIN","RB","1993-06-13",69,203,3,2015,2015,54,"RB",0,0,NA,0,0,1,1,9,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.828250128368381,0.828250128368381
2018,16,"00-0032144","Melvin Gordon","LAC","RB","1993-04-13",73,215,3,2015,2015,15,"RB",12,41,341.666666666667,1,2,3,3,17,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-2.58966641873121,-0.172644427915414
2018,2,"00-0032144","Melvin Gordon","LAC","RB","1993-04-13",73,215,3,2015,2015,15,"RB",9,28,311.111111111111,1,1,7,6,33,3,1,1,0.5,0,0,NA,0,0,0,0,2,0,0,2.02301579632332,0.126438487270207
2018,9,"00-0032144","Melvin Gordon","LAC","RB","1993-04-13",73,215,3,2015,2015,15,"RB",16,113,706.25,1,4,4,1,15,1,0,0,NA,0,0,NA,0,0,0,0,2,0,0,1.67122430639575,0.0835612153197872
2018,11,"00-0032144","Melvin Gordon","LAC","RB","1993-04-13",73,215,3,2015,2015,15,"RB",18,69,383.333333333333,0,4,6,6,93,3,2,2,0.5,0,0,NA,0,0,0,0,1,0,0,2.42946338333761,0.1012276409724
2018,4,"00-0032144","Melvin Gordon","LAC","RB","1993-04-13",73,215,3,2015,2015,15,"RB",15,104,693.333333333333,0,4,11,7,47,3,1,1,0.5,0,0,NA,1,1,0,0,0,0,0,4.5109215565471,0.173496982944119
2018,19,"00-0032144","Melvin Gordon","LAC","RB","1993-04-13",73,215,3,2015,2015,15,"RB",9,15,166.666666666667,1,2,2,1,7,1,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-1.90057069613249,-0.172779154193862
2018,3,"00-0032144","Melvin Gordon","LAC","RB","1993-04-13",73,215,3,2015,2015,15,"RB",15,80,533.333333333333,1,5,4,2,4,0,2,2,0.5,0,0,NA,0,0,0,0,1,0,0,0.459190988447516,0.0241679467603956
2018,12,"00-0032144","Melvin Gordon","LAC","RB","1993-04-13",73,215,3,2015,2015,15,"RB",10,61,610,2,5,2,2,17,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,3.9627719213895,0.330230993449125
2018,5,"00-0032144","Melvin Gordon","LAC","RB","1993-04-13",73,215,3,2015,2015,15,"RB",19,58,305.263157894737,1,3,4,4,60,2,2,2,0.5,0,0,NA,0,0,0,0,3,0,0,3.08035013874178,0.133928266901817
2018,18,"00-0032144","Melvin Gordon","LAC","RB","1993-04-13",73,215,3,2015,2015,15,"RB",17,40,235.294117647059,1,2,1,1,6,0,0,0,NA,1,1,0.5,0,0,0,0,3,0,0,-0.753186561458283,-0.0418436978587935
2018,17,"00-0032144","Melvin Gordon","LAC","RB","1993-04-13",73,215,3,2015,2015,15,"RB",10,42,420,0,1,3,3,29,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-1.69175476269447,-0.130134981745729
2018,10,"00-0032144","Melvin Gordon","LAC","RB","1993-04-13",73,215,3,2015,2015,15,"RB",18,93,516.666666666667,0,7,6,5,87,1,0,0,NA,1,1,0.5,0,0,0,0,0,0,0,5.48221299715806,0.228425541548253
2018,6,"00-0032144","Melvin Gordon","LAC","RB","1993-04-13",73,215,3,2015,2015,15,"RB",18,132,733.333333333333,3,8,4,2,16,1,0,0,NA,0,0,NA,0,0,0,0,2,0,0,5.60818537470186,0.254917517031903
2018,1,"00-0032144","Melvin Gordon","LAC","RB","1993-04-13",73,215,3,2015,2015,15,"RB",16,66,412.5,0,3,13,9,119,6,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-0.212851880406254,-0.00733972001400874
2018,7,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",14,39,278.571428571429,0,2,3,3,25,2,1,1,0.5,0,0,NA,0,0,0,0,1,0,0,-0.683564081613438,-0.040209651859614
2018,1,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",9,37,411.111111111111,1,4,9,5,20,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-3.09395865225815,-0.171886591792119
2018,14,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",15,49,326.666666666667,0,2,10,8,21,1,0,0,NA,0,0,NA,1,1,0,0,0,0,0,-10.3488172228681,-0.413952688914723
2018,8,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",16,59,368.75,0,2,4,4,54,3,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-2.60040459182346,-0.130020229591173
2018,15,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",11,33,300,1,3,6,3,40,2,1,1,0.5,0,0,NA,0,0,0,0,1,0,0,-6.10668689047452,-0.359216875910266
2018,13,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",20,69,345,0,3,2,1,7,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-5.42600391065935,-0.246636541393607
2018,17,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",18,64,355.555555555556,0,4,4,3,15,0,1,1,0.5,1,1,0.5,0,0,0,0,1,0,0,-1.88864405920309,-0.0858474572365042
2018,16,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",10,35,350,0,1,5,1,4,1,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-7.96511064743391,-0.531007376495594
2018,2,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",13,48,369.230769230769,0,1,2,1,6,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-4.29602483008057,-0.286401655338705
2018,4,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",22,71,322.727272727273,1,5,4,3,37,2,2,2,0.5,0,0,NA,1,1,0,1,6,0,0,-6.71366962874918,-0.258218062644199
2018,5,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",18,55,305.555555555556,2,3,3,2,20,0,0,0,NA,0,0,NA,0,0,0,0,2,0,0,-2.75335927138804,-0.131112346256573
2018,10,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",21,98,466.666666666667,1,7,9,7,59,5,4,4,0.5,0,0,NA,0,0,0,0,0,0,0,4.06846960500116,0.135615653500039
2018,3,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",12,31,258.333333333333,0,1,4,4,19,2,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-1.90804282895988,-0.119252676809993
2018,11,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",25,137,548,0,4,3,1,20,1,1,1,0.5,0,0,NA,0,0,0,0,3,0,0,-3.18826563085895,-0.113866629673534
2018,12,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",17,63,370.588235294118,0,5,3,2,21,1,3,3,0.5,0,0,NA,0,0,0,0,1,0,0,-0.417618957559487,-0.0208809478779743
2018,6,"00-0032187","David Johnson","ARI","RB","1991-12-16",73,224,3,2015,2015,86,"RB",18,54,300,1,4,5,2,17,1,0,0,NA,0,0,NA,1,1,0,1,1,0,0,-13.0313587853452,-0.56658081675414
2018,17,"00-0032200","Ty Montgomery","BAL","RB","1993-01-22",72,216,3,2015,2015,94,"RB",2,13,650,0,1,3,1,8,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.0481504936469719,0.00963009872939439
2018,8,"00-0032200","Ty Montgomery","BAL","RB","1993-01-22",72,216,3,2015,2015,94,"RB",2,6,300,0,0,2,1,3,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-1.53732365483302,-0.384330913708254
2018,14,"00-0032200","Ty Montgomery","BAL","RB","1993-01-22",72,216,3,2015,2015,94,"RB",2,1,50,0,0,3,1,4,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-3.05169796559494,-0.610339593118988
2018,6,"00-0032200","Ty Montgomery","BAL","RB","1993-01-22",72,216,3,2015,2015,94,"RB",4,12,300,1,2,3,2,14,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-2.23893382179085,-0.319847688827265
2018,2,"00-0032200","Ty Montgomery","BAL","RB","1993-01-22",72,216,3,2015,2015,94,"RB",5,31,620,0,2,2,1,14,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.237613313482147,0.0339447590688781
2018,4,"00-0032200","Ty Montgomery","BAL","RB","1993-01-22",72,216,3,2015,2015,94,"RB",5,18,360,0,0,3,2,29,2,1,1,0.5,0,0,NA,1,1,0,0,1,0,0,2.78802352573257,0.348502940716571
2018,16,"00-0032200","Ty Montgomery","BAL","RB","1993-01-22",72,216,3,2015,2015,94,"RB",0,0,NA,0,0,1,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.407587592257187,-0.407587592257187
2018,5,"00-0032200","Ty Montgomery","BAL","RB","1993-01-22",72,216,3,2015,2015,94,"RB",4,15,375,0,1,3,1,22,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-0.255573820439165,-0.0365105457770236
2018,13,"00-0032200","Ty Montgomery","BAL","RB","1993-01-22",72,216,3,2015,2015,94,"RB",3,13,433.333333333333,0,0,7,5,35,2,2,2,0.5,0,0,NA,0,0,0,0,0,0,0,1.3349253233755,0.13349253233755
2018,3,"00-0032200","Ty Montgomery","BAL","RB","1993-01-22",72,216,3,2015,2015,94,"RB",4,16,400,0,1,7,6,52,1,1,1,0.5,0,0,NA,0,0,0,0,1,0,0,-0.236871825880373,-0.0215338023527612
2018,1,"00-0032200","Ty Montgomery","BAL","RB","1993-01-22",72,216,3,2015,2015,94,"RB",2,7,350,0,0,3,2,15,1,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,-5.68884897598764,-1.13776979519753
2018,12,"00-0032200","Ty Montgomery","BAL","RB","1993-01-22",72,216,3,2015,2015,94,"RB",8,51,637.5,0,3,3,3,17,0,2,2,0.5,0,0,NA,0,0,0,0,0,0,0,4.22728809743422,0.384298917948565
2018,5,"00-0032209","T.J. Yeldon","JAX","RB","1993-10-02",73,223,3,2015,2015,36,"RB",10,53,530,0,2,11,8,41,4,2,2,0.5,0,0,NA,0,0,0,0,0,0,0,-7.23234868227155,-0.344397556298645
2018,14,"00-0032209","T.J. Yeldon","JAX","RB","1993-10-02",73,223,3,2015,2015,36,"RB",1,7,700,0,0,1,1,9,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.158657930325717,0.0793289651628585
2018,6,"00-0032209","T.J. Yeldon","JAX","RB","1993-10-02",73,223,3,2015,2015,36,"RB",8,41,512.5,0,0,5,3,24,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-1.16601095622173,-0.0896931504785944
2018,15,"00-0032209","T.J. Yeldon","JAX","RB","1993-10-02",73,223,3,2015,2015,36,"RB",3,6,200,0,0,2,1,4,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-1.4595378433587,-0.291907568671741
2018,7,"00-0032209","T.J. Yeldon","JAX","RB","1993-10-02",73,223,3,2015,2015,36,"RB",12,28,233.333333333333,0,0,7,5,31,3,3,3,0.5,0,0,NA,0,0,0,0,0,0,0,-3.55274890590226,-0.186986784521172
2018,1,"00-0032209","T.J. Yeldon","JAX","RB","1993-10-02",73,223,3,2015,2015,36,"RB",14,51,364.285714285714,0,1,7,3,21,2,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,-2.82471044769045,-0.134510021318593
2018,10,"00-0032209","T.J. Yeldon","JAX","RB","1993-10-02",73,223,3,2015,2015,36,"RB",3,12,400,0,1,6,5,57,2,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,2.06419804856288,0.229355338729209
2018,13,"00-0032209","T.J. Yeldon","JAX","RB","1993-10-02",73,223,3,2015,2015,36,"RB",8,16,200,0,1,8,7,48,2,2,2,0.5,0,0,NA,0,0,0,0,1,0,0,-0.977601443213641,-0.0611000902008526
2018,4,"00-0032209","T.J. Yeldon","JAX","RB","1993-10-02",73,223,3,2015,2015,36,"RB",18,52,288.888888888889,1,2,3,3,51,2,0,0,NA,1,1,0.5,1,1,0,1,1,0,0,-4.5095478045987,-0.214740371647557
2018,3,"00-0032209","T.J. Yeldon","JAX","RB","1993-10-02",73,223,3,2015,2015,36,"RB",7,44,628.571428571429,0,4,7,6,34,0,1,1,0.5,0,0,NA,1,0,1,1,0,0,0,1.42767825651714,0.101977018322653
2018,11,"00-0032209","T.J. Yeldon","JAX","RB","1993-10-02",73,223,3,2015,2015,36,"RB",5,23,460,0,1,3,2,14,0,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,-3.60214281750611,-0.450267852188263
2018,12,"00-0032209","T.J. Yeldon","JAX","RB","1993-10-02",73,223,3,2015,2015,36,"RB",3,16,533.333333333333,0,1,4,2,14,1,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,0.286970754445065,0.0409958220635807
2018,8,"00-0032209","T.J. Yeldon","JAX","RB","1993-10-02",73,223,3,2015,2015,36,"RB",2,7,350,0,1,9,7,78,2,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,2.63132522903203,0.239211384457457
2018,2,"00-0032209","T.J. Yeldon","JAX","RB","1993-10-02",73,223,3,2015,2015,36,"RB",10,58,580,0,2,5,2,14,1,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-2.27559400940663,-0.151706267293775
2018,7,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",15,63,420,2,4,5,4,31,1,1,1,0.5,0,0,NA,0,0,0,0,2,0,0,1.03627189554476,0.0518135947772379
2018,20,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",4,10,250,1,1,3,1,4,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-6.09110417153058,-0.870157738790083
2018,11,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",12,55,458.333333333333,0,2,3,3,39,2,0,0,NA,0,0,NA,0,0,0,0,3,0,0,-0.694981911141932,-0.0463321274094622
2018,10,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",17,120,705.882352941176,1,5,4,3,45,2,0,0,NA,0,0,NA,0,0,0,0,0,0,0,7.18623875464266,0.342201845459174
2018,4,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",17,83,488.235294117647,0,3,6,4,74,2,0,0,NA,0,0,NA,0,0,0,0,2,0,0,3.81430532797748,0.165839362085977
2018,1,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",20,108,540,0,6,5,3,55,2,1,1,0.5,0,0,NA,0,0,0,0,1,0,0,3.51676754693723,0.140670701877489
2018,2,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",21,46,219.047619047619,3,5,3,3,29,1,2,2,0.5,1,1,0.5,0,0,0,0,3,0,0,3.452977741312,0.143874072554667
2018,8,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",26,114,438.461538461539,0,4,8,6,46,4,2,2,0.5,0,0,NA,0,0,0,0,2,0,0,3.60530410611095,0.106038356062087
2018,14,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",11,28,254.545454545455,0,3,7,3,25,2,1,1,0.5,0,0,NA,0,0,0,0,2,0,0,-0.80527495453528,-0.0447374974741822
2018,9,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",13,68,523.076923076923,1,5,7,6,23,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-2.59143245726006,-0.129571622863003
2018,21,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",10,35,350,0,1,2,1,0,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-3.95485843054484,-0.329571535878737
2018,15,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",12,48,400,2,3,13,10,67,3,1,1,0.5,0,0,NA,0,0,0,0,3,0,0,2.59753400000167,0.103901360000067
2018,13,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",23,132,573.913043478261,2,8,5,3,27,2,2,2,0.5,0,0,NA,0,0,0,0,1,0,0,6.10289176822595,0.217960420293784
2018,6,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",28,208,742.857142857143,2,10,5,2,19,1,3,3,0.5,1,1,0.5,0,0,0,0,0,0,0,11.0179849319848,0.333878331272267
2018,5,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",22,77,350,3,5,5,4,49,2,1,1,0.5,0,0,NA,0,0,0,0,1,0,0,-5.9975336245445,-0.222130874983129
2018,3,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",23,105,456.521739130435,1,7,6,5,58,2,1,1,0.5,0,0,NA,1,1,0,1,3,0,0,-1.80724259203998,-0.0623187100703442
2018,19,"00-0032241","Todd Gurley","LA","RB","1994-08-03",73,227,3,2015,2015,10,"RB",16,115,718.75,1,3,2,2,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,3.83345751120941,0.212969861733856
2018,7,"00-0032257","Duke Johnson","CLE","RB","1993-09-23",69,210,3,2015,2015,77,"RB",1,-4,-400,0,0,4,4,25,1,1,1,0.5,0,0,NA,0,0,0,0,1,0,0,-0.442302433773873,-0.0884604867547747
2018,2,"00-0032257","Duke Johnson","CLE","RB","1993-09-23",69,210,3,2015,2015,77,"RB",3,3,100,0,0,2,2,16,1,0,0,NA,0,0,NA,0,0,0,0,1,0,0,-5.87285643270261,-1.17457128654052
2018,16,"00-0032257","Duke Johnson","CLE","RB","1993-09-23",69,210,3,2015,2015,77,"RB",2,12,600,0,1,6,6,39,2,0,0,NA,0,0,NA,0,0,0,0,0,0,0,2.50590741059911,0.313238426324889
2018,1,"00-0032257","Duke Johnson","CLE","RB","1993-09-23",69,210,3,2015,2015,77,"RB",5,17,340,0,1,6,1,6,0,1,1,0.5,0,0,NA,0,0,0,0,1,0,0,-4.18082250439329,-0.380074773126663
2018,13,"00-0032257","Duke Johnson","CLE","RB","1993-09-23",69,210,3,2015,2015,77,"RB",0,0,NA,0,0,3,2,17,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-2.26123047689907,-0.753743492299691
2018,17,"00-0032257","Duke Johnson","CLE","RB","1993-09-23",69,210,3,2015,2015,77,"RB",4,21,525,0,0,4,1,4,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,-1.31245550830499,-0.164056938538124
2018,9,"00-0032257","Duke Johnson","CLE","RB","1993-09-23",69,210,3,2015,2015,77,"RB",1,8,800,0,0,9,9,87,6,2,2,0.5,1,1,0.5,0,0,0,0,0,0,0,6.39674932346679,0.639674932346679
2018,15,"00-0032257","Duke Johnson","CLE","RB","1993-09-23",69,210,3,2015,2015,77,"RB",4,28,700,0,1,5,4,17,2,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,2.00973719969624,0.223304133299583
2018,10,"00-0032257","Duke Johnson","CLE","RB","1993-09-23",69,210,3,2015,2015,77,"RB",3,15,500,0,0,4,4,30,2,1,1,0.5,0,0,NA,0,0,0,0,0,0,0,2.01322327752132,0.287603325360189
