"season","week","gsis_id","full_name","team","position","birth_date","height","weight","years_exp","rookie_year","entry_year","draft_number","depth_chart_position","targets","receptions","catch_rate","air_yards","yac","pass_tds","first_down_pass","rush_attempts","rushing_yards","rush_tds","first_down_rush","third_down_converted","third_down_failed","third_down_rate","fourth_down_converted","fourth_down_failed","fourth_down_rate","fumble","fumble_forced","fumble_not_forced","fumble_lost","tackled_for_loss","penalties","penalty_yards","total_epa","avg_epa"
2019,8,"00-0031431","Marqise Lee","JAX","WR","1991-11-25",72,196,5,2014,2014,NA,"WR",1,1,100,4,4,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-0.431237223558128,-0.431237223558128
2019,14,"00-0031484","Chris Manhertz","CAR","TE","1992-04-10",78,255,4,2015,2015,NA,"TE",1,1,100,2,9,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0.788325236062519,0.788325236062519
2019,17,"00-0031511","DeAndrew White","CAR","WR","1991-10-16",72,195,4,2015,2015,NA,"WR",5,2,40,8,23,0,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,5,0,-2.59091770509258,-0.518183541018515
2019,8,"00-0031511","DeAndrew White","CAR","WR","1991-10-16",72,195,4,2015,2015,NA,"WR",1,1,100,5,3,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0.56636508658994,0.56636508658994
2019,16,"00-0031511","DeAndrew White","CAR","WR","1991-10-16",72,195,4,2015,2015,NA,"WR",3,1,33.3333333333333,10,2,0,1,0,0,0,0,0,0,NA,1,1,0.5,0,0,0,0,0,3,0,-1.44642157439375,-0.482140524797917
2019,5,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",14,11,78.5714285714286,163,63,1,7,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,14,15,5.99294485891005,0.428067489922147
2019,1,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",9,6,66.6666666666667,89,17,1,5,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,9,0,5.66317093488759,0.62924121498751
2019,9,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",7,4,57.1428571428571,51,29,1,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,7,0,5.45383487001706,0.779119267145295
2019,2,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",5,4,80,34,10,1,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,5,0,4.91480126098031,0.982960252196062
2019,4,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",8,5,62.5,47,1,0,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,8,0,0.979403801349682,0.12242547516871
2019,7,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",5,5,100,89,17,0,4,0,0,0,0,2,2,0.5,0,0,NA,0,0,0,0,0,5,0,8.68529454595409,1.73705890919082
2019,15,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",2,1,50,19,0,0,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,2,0,1.92155893333256,0.960779466666281
2019,3,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",7,6,85.7142857142857,68,20,2,5,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,7,0,7.48389344441239,1.06912763491606
2019,6,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",2,1,50,3,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-1.76450214441866,-0.88225107220933
2019,10,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",14,11,78.5714285714286,127,20,1,9,0,0,0,0,2,2,0.5,0,0,NA,0,0,0,0,0,14,0,10.4031918267428,0.743085130481631
2019,13,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",11,8,72.7272727272727,58,27,0,6,0,0,0,0,2,2,0.5,0,0,NA,0,0,0,0,0,10,0,3.81670653672684,0.346973321520622
2019,12,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-7.05468861601548,-3.52734430800774
2019,11,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",8,3,37.5,29,9,0,3,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,8,0,0.368012504768565,0.0460015630960706
2019,17,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",5,4,80,73,19,0,3,1,6,0,0,2,2,0.5,0,0,NA,0,0,0,0,0,6,0,7.757754899445,1.2929591499075
2019,16,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",12,4,33.3333333333333,22,2,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,12,0,-7.72116770409047,-0.643430642007539
2019,14,"00-0031544","Amari Cooper","DAL","WR","1994-06-17",73,211,4,2015,2015,4,"WR",8,6,75,77,6,1,4,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,8,0,5.80491333146346,0.725614166432933
2019,4,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",4,4,100,54,16,1,3,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,4,0,5.6564417587744,1.4141104396936
2019,11,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",10,7,70,71,64,0,5,0,0,0,0,1,1,0.5,1,1,0.5,0,0,0,0,0,10,0,8.01292047620518,0.801292047620518
2019,15,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",7,4,57.1428571428571,71,1,2,4,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,7,0,5.3871424193494,0.769591774192772
2019,13,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",10,7,70,138,21,2,5,0,0,0,0,1,1,0.5,2,2,0.5,0,0,0,0,0,10,0,9.87568113225279,0.987568113225279
2019,8,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",8,6,75,49,10,0,3,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,8,0,3.34654961124761,0.418318701405952
2019,12,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",11,6,54.5454545454545,56,35,0,6,0,0,0,0,2,2,0.5,0,0,NA,0,0,0,0,0,11,0,4.15382499271072,0.377620453882793
2019,6,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",4,3,75,25,3,1,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,4,0,5.03813270147657,1.25953317536914
2019,9,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",6,4,66.6666666666667,41,16,1,4,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,6,0,5.10854160843883,0.851423601406471
2019,14,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",2,2,100,24,4,0,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,2,0,2.82864700286882,1.41432350143441
2019,7,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",10,5,50,33,22,1,4,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,10,0,3.72279229888226,0.372279229888226
2019,16,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",15,5,33.3333333333333,102,9,1,5,0,0,0,0,2,2,0.5,0,0,NA,0,0,0,0,0,15,0,3.4005989326397,0.226706595509313
2019,1,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",7,3,42.8571428571429,75,0,0,3,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,6,0,5.38881278026383,0.769830397180547
2019,2,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",7,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,7,0,-15.513414259156,-2.21620203702228
2019,17,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",11,8,72.7272727272727,100,37,0,6,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,11,0,7.51460686748338,0.683146078862125
2019,10,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",10,5,50,58,11,0,4,0,0,0,0,2,2,0.5,0,0,NA,0,0,0,0,0,10,0,1.55571488902206,0.155571488902206
2019,3,"00-0031547","DeVante Parker","MIA","WR","1993-01-20",75,216,4,2015,2015,14,"WR",6,3,50,42,14,0,3,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,6,0,2.26519156963331,0.377531928272218
2019,5,"00-0031549","Nelson Agholor","PHI","WR","1993-05-24",72,198,4,2015,2015,20,"WR",3,1,33.3333333333333,11,9,0,1,0,0,0,0,1,1,0.5,0,0,NA,1,1,0,0,0,3,0,0.684747726889328,0.228249242296443
2019,9,"00-0031549","Nelson Agholor","PHI","WR","1993-05-24",72,198,4,2015,2015,20,"WR",8,3,37.5,21,0,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,8,0,-2.37894520885311,-0.297368151106639
2019,4,"00-0031549","Nelson Agholor","PHI","WR","1993-05-24",72,198,4,2015,2015,20,"WR",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-0.530012699309736,-0.530012699309736
2019,3,"00-0031549","Nelson Agholor","PHI","WR","1993-05-24",72,198,4,2015,2015,20,"WR",12,8,66.6666666666667,14,36,2,2,0,0,0,0,2,2,0.5,0,0,NA,1,0,1,1,0,12,0,-6.49014588893624,-0.540845490744687
2019,13,"00-0031549","Nelson Agholor","PHI","WR","1993-05-24",72,198,4,2015,2015,20,"WR",7,3,42.8571428571429,33,8,0,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,6,10,2.75859385220986,0.394084836029981
2019,11,"00-0031549","Nelson Agholor","PHI","WR","1993-05-24",72,198,4,2015,2015,20,"WR",9,4,44.4444444444444,33,7,0,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,9,0,-3.96567866648548,-0.440630962942831
2019,7,"00-0031549","Nelson Agholor","PHI","WR","1993-05-24",72,198,4,2015,2015,20,"WR",3,2,66.6666666666667,22,2,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,1.41105472203344,0.470351574011147
2019,1,"00-0031549","Nelson Agholor","PHI","WR","1993-05-24",72,198,4,2015,2015,20,"WR",5,2,40,1,10,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,5,0,-2.22240677347872,-0.444481354695744
2019,8,"00-0031549","Nelson Agholor","PHI","WR","1993-05-24",72,198,4,2015,2015,20,"WR",4,4,100,1,6,0,1,2,7,0,1,1,1,0.5,0,0,NA,0,0,0,0,1,6,0,-2.78756262734533,-0.464593771224222
2019,6,"00-0031549","Nelson Agholor","PHI","WR","1993-05-24",72,198,4,2015,2015,20,"WR",7,4,57.1428571428571,12,30,0,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,7,0,0.128288288775428,0.0183268983964897
2019,2,"00-0031549","Nelson Agholor","PHI","WR","1993-05-24",72,198,4,2015,2015,20,"WR",11,8,72.7272727272727,83,24,1,5,0,0,0,0,3,3,0.5,2,2,0.5,0,0,0,0,0,11,0,9.5263309951988,0.866030090472618
2019,1,"00-0031558","Maxx Williams","ARI","TE","1994-04-12",76,252,4,2015,2015,55,"TE",1,1,100,4,11,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0.873294112097938,0.873294112097938
2019,5,"00-0031558","Maxx Williams","ARI","TE","1994-04-12",76,252,4,2015,2015,55,"TE",1,1,100,5,2,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-0.657494128041435,-0.657494128041435
2019,15,"00-0031558","Maxx Williams","ARI","TE","1994-04-12",76,252,4,2015,2015,55,"TE",1,1,100,0,4,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-0.313246443402022,-0.313246443402022
2019,10,"00-0031558","Maxx Williams","ARI","TE","1994-04-12",76,252,4,2015,2015,55,"TE",2,1,50,0,15,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-2.46929387503769,-1.23464693751884
2019,4,"00-0031558","Maxx Williams","ARI","TE","1994-04-12",76,252,4,2015,2015,55,"TE",1,1,100,6,15,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,1.21884447871707,1.21884447871707
2019,16,"00-0031558","Maxx Williams","ARI","TE","1994-04-12",76,252,4,2015,2015,55,"TE",2,2,100,26,10,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,1.69392904010601,0.846964520053007
2019,14,"00-0031558","Maxx Williams","ARI","TE","1994-04-12",76,252,4,2015,2015,55,"TE",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-4.08755859301891,-4.08755859301891
2019,9,"00-0031558","Maxx Williams","ARI","TE","1994-04-12",76,252,4,2015,2015,55,"TE",2,1,50,2,10,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-0.052721073734574,-0.026360536867287
2019,2,"00-0031558","Maxx Williams","ARI","TE","1994-04-12",76,252,4,2015,2015,55,"TE",1,1,100,18,3,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,2.22186605201568,2.22186605201568
2019,6,"00-0031558","Maxx Williams","ARI","TE","1994-04-12",76,252,4,2015,2015,55,"TE",3,3,100,21,13,1,3,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,3.33245177508797,1.11081725836266
2019,8,"00-0031558","Maxx Williams","ARI","TE","1994-04-12",76,252,4,2015,2015,55,"TE",1,1,100,5,4,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-0.0589764448814094,-0.0589764448814094
2019,7,"00-0031558","Maxx Williams","ARI","TE","1994-04-12",76,252,4,2015,2015,55,"TE",1,1,100,4,1,0,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,1,0,0.820646279724315,0.820646279724315
2019,17,"00-0031558","Maxx Williams","ARI","TE","1994-04-12",76,252,4,2015,2015,55,"TE",2,1,50,7,16,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,1.68227504694368,0.841137523471842
2019,7,"00-0031570","Justin Hardy","ATL","WR","1991-12-18",70,192,4,2015,2015,107,"WR",2,2,100,17,2,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,0.460190432146192,0.230095216073096
2019,11,"00-0031570","Justin Hardy","ATL","WR","1991-12-18",70,192,4,2015,2015,107,"WR",4,2,50,6,8,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,4,0,-2.04250857827719,-0.510627144569298
2019,2,"00-0031570","Justin Hardy","ATL","WR","1991-12-18",70,192,4,2015,2015,107,"WR",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-1.22002664561193,-1.22002664561193
2019,1,"00-0031570","Justin Hardy","ATL","WR","1991-12-18",70,192,4,2015,2015,107,"WR",6,4,66.6666666666667,23,18,0,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,6,0,0.449670348651236,0.0749450581085393
2019,8,"00-0031570","Justin Hardy","ATL","WR","1991-12-18",70,192,4,2015,2015,107,"WR",4,2,50,-2,25,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,4,0,0.875413846399165,0.218853461599791
2019,5,"00-0031570","Justin Hardy","ATL","WR","1991-12-18",70,192,4,2015,2015,107,"WR",1,1,100,5,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0.175774255651049,0.175774255651049
2019,14,"00-0031570","Justin Hardy","ATL","WR","1991-12-18",70,192,4,2015,2015,107,"WR",1,1,100,10,9,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0.436428116925526,0.436428116925526
2019,16,"00-0031570","Justin Hardy","ATL","WR","1991-12-18",70,192,4,2015,2015,107,"WR",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-0.812245605513453,-0.812245605513453
2019,13,"00-0031570","Justin Hardy","ATL","WR","1991-12-18",70,192,4,2015,2015,107,"WR",3,3,100,26,2,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,0.445835947990418,0.148611982663473
2019,17,"00-0031570","Justin Hardy","ATL","WR","1991-12-18",70,192,4,2015,2015,107,"WR",3,3,100,24,16,0,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,2,0,4.21160232421243,1.40386744140414
2019,3,"00-0031570","Justin Hardy","ATL","WR","1991-12-18",70,192,4,2015,2015,107,"WR",1,1,100,5,1,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0.445074934279546,0.445074934279546
2019,12,"00-0031585","MyCole Pruitt","TEN","TE","1992-03-24",74,243,4,2015,2015,143,"TE",1,1,100,1,19,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,1.75195686868392,1.75195686868392
2019,18,"00-0031585","MyCole Pruitt","TEN","TE","1992-03-24",74,243,4,2015,2015,143,"TE",2,2,100,4,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-0.716930349124596,-0.358465174562298
2019,1,"00-0031585","MyCole Pruitt","TEN","TE","1992-03-24",74,243,4,2015,2015,143,"TE",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-0.409488594625145,-0.409488594625145
2019,14,"00-0031585","MyCole Pruitt","TEN","TE","1992-03-24",74,243,4,2015,2015,143,"TE",1,1,100,17,25,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,2.38666313223075,2.38666313223075
2019,19,"00-0031585","MyCole Pruitt","TEN","TE","1992-03-24",74,243,4,2015,2015,143,"TE",1,1,100,4,11,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,1.61006581177935,1.61006581177935
2019,17,"00-0031585","MyCole Pruitt","TEN","TE","1992-03-24",74,243,4,2015,2015,143,"TE",2,2,100,3,10,1,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,1.48982373139006,0.74491186569503
2019,20,"00-0031585","MyCole Pruitt","TEN","TE","1992-03-24",74,243,4,2015,2015,143,"TE",1,1,100,-1,10,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0.760665912879631,0.760665912879631
2019,8,"00-0031585","MyCole Pruitt","TEN","TE","1992-03-24",74,243,4,2015,2015,143,"TE",1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,-0.426403157936875,-0.426403157936875
2019,16,"00-0031585","MyCole Pruitt","TEN","TE","1992-03-24",74,243,4,2015,2015,143,"TE",2,2,100,4,11,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,0.67039908550214,0.33519954275107
2019,9,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",5,1,20,-1,5,0,0,1,12,0,1,0,0,NA,0,0,NA,0,0,0,0,0,6,0,-2.20045268698497,-0.366742114497495
2019,4,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",8,7,87.5,73,35,0,3,0,0,0,0,0,0,NA,1,1,0.5,1,1,0,1,0,8,0,3.59235183957219,0.449043979946524
2019,2,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",7,1,14.2857142857143,45,0,1,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,7,15,-8.22796491468774,-1.17542355924111
2019,7,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",8,7,87.5,93,50,0,6,0,0,0,0,2,2,0.5,0,0,NA,1,1,0,0,0,8,0,11.2764998527949,1.40956248159936
2019,8,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",7,7,100,75,68,0,4,0,0,0,0,3,3,0.5,0,0,NA,1,1,0,1,0,5,0,7.20240492175799,1.02891498882257
2019,15,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",6,4,66.6666666666667,70,6,0,2,1,4,0,0,2,2,0.5,0,0,NA,0,0,0,0,0,7,0,5.99084951152327,0.855835644503325
2019,1,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",2,2,100,29,8,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,3.2988477939507,1.64942389697535
2019,16,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",5,3,60,47,10,1,3,0,0,0,0,3,3,0.5,0,0,NA,0,0,0,0,0,5,0,0.93681896000635,0.18736379200127
2019,6,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",11,7,63.6363636363636,127,40,3,5,2,18,0,1,0,0,NA,0,0,NA,0,0,0,0,0,13,0,10.0064277556376,0.769725211972119
2019,13,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",9,4,44.4444444444444,19,6,0,1,1,27,0,1,1,1,0.5,0,0,NA,0,0,0,0,0,10,0,-3.2249205092714,-0.32249205092714
2019,11,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",5,5,100,98,23,1,4,0,0,0,0,3,3,0.5,0,0,NA,0,0,0,0,0,5,0,10.8268248647218,2.16536497294437
2019,3,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",3,3,100,13,2,0,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,2,0,1.8896941517014,0.629898050567134
2019,14,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",9,6,66.6666666666667,79,13,0,5,0,0,0,0,2,2,0.5,0,0,NA,0,0,0,0,0,9,0,3.95406029338483,0.439340032598314
2019,5,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",4,3,75,25,19,0,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,4,0,3.3412020458841,0.835300511471024
2019,10,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",6,3,50,36,13,0,3,0,0,0,0,3,3,0.5,0,0,NA,0,0,0,0,0,6,0,1.70067652728551,0.283446087880918
2019,19,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",5,2,40,28,29,1,2,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,5,0,0.885099694656671,0.177019938931334
2019,18,"00-0031588","Stefon Diggs","MIN","WR","1993-11-29",72,191,4,2015,2015,146,"WR",3,2,66.6666666666667,16,3,0,2,2,8,0,0,2,2,0.5,0,0,NA,0,0,0,0,0,5,0,1.76605068898062,0.353210137796123
2019,5,"00-0031598","Nick Boyle","BAL","TE","1993-02-17",76,270,4,2015,2015,171,"TE",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-4.13015673414338,-2.06507836707169
2019,7,"00-0031598","Nick Boyle","BAL","TE","1993-02-17",76,270,4,2015,2015,171,"TE",1,1,100,-2,22,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,2.04687939409632,2.04687939409632
2019,2,"00-0031598","Nick Boyle","BAL","TE","1993-02-17",76,270,4,2015,2015,171,"TE",3,1,33.3333333333333,9,5,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,-0.110064138076269,-0.036688046025423
2019,17,"00-0031598","Nick Boyle","BAL","TE","1993-02-17",76,270,4,2015,2015,171,"TE",2,1,50,6,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-1.63330339515063,-0.816651697575316
2019,10,"00-0031598","Nick Boyle","BAL","TE","1993-02-17",76,270,4,2015,2015,171,"TE",4,4,100,52,26,0,3,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,4,0,6.37491893090192,1.59372973272548
2019,12,"00-0031598","Nick Boyle","BAL","TE","1993-02-17",76,270,4,2015,2015,171,"TE",1,1,100,7,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0.365358058246784,0.365358058246784
2019,1,"00-0031598","Nick Boyle","BAL","TE","1993-02-17",76,270,4,2015,2015,171,"TE",3,3,100,12,14,0,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,1.32433807407506,0.441446024691686
2019,11,"00-0031598","Nick Boyle","BAL","TE","1993-02-17",76,270,4,2015,2015,171,"TE",3,2,66.6666666666667,14,6,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,3,0,0.954650357714849,0.31821678590495
2019,19,"00-0031598","Nick Boyle","BAL","TE","1993-02-17",76,270,4,2015,2015,171,"TE",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,2,0,-1.09884615126066,-0.54942307563033
2019,14,"00-0031598","Nick Boyle","BAL","TE","1993-02-17",76,270,4,2015,2015,171,"TE",3,2,66.6666666666667,2,8,1,1,0,0,0,0,1,1,0.5,0,0,NA,0,0,0,0,0,3,0,1.02723656769377,0.342412189231255
2019,9,"00-0031598","Nick Boyle","BAL","TE","1993-02-17",76,270,4,2015,2015,171,"TE",5,5,100,13,14,1,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,5,0,1.91072482173331,0.382144964346662
2019,4,"00-0031598","Nick Boyle","BAL","TE","1993-02-17",76,270,4,2015,2015,171,"TE",1,1,100,5,4,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0.837752894964069,0.837752894964069
2019,13,"00-0031598","Nick Boyle","BAL","TE","1993-02-17",76,270,4,2015,2015,171,"TE",2,1,50,4,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,1.358089034562,0.679044517280999
2019,3,"00-0031598","Nick Boyle","BAL","TE","1993-02-17",76,270,4,2015,2015,171,"TE",6,4,66.6666666666667,18,40,0,2,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,6,0,1.26407720525469,0.210679534209116
2019,16,"00-0031598","Nick Boyle","BAL","TE","1993-02-17",76,270,4,2015,2015,171,"TE",4,3,75,12,12,0,1,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,4,0,0.741594334016556,0.185398583504139
